No.,Kode,I01_D1.1_A1,I02_D1.1_A1,I03_D1.1_A1,I04_D1.1_A1,I05_D1.1_A1,I06_D1.1_A1,I07_D1.1_A1,I08_D1.1_A1,I09_D1.1_A1,I10_D1.1_A1,I11_D2.1_A2,I12_D2.1_A2,I13_D2.1_A2,I14_D2.1_A2,I15_D2.2_A3,I16_D2.2_A3,I17_D2.2_A3,I18_D2.2_A3,I19_D2.3_A4,I20_D2.3_A4,I21_D3.1_A5,I22_D3.1_A5,I23_D3.1_A5,I24_D3.1_A5,I25_D3.1_A5,I26_D3.1_A5,I27_D3.1_A5,I28_D3.1_A5,I29_D3.2_A6,I30_D3.2_A6,I31_D3.2_A6,I32_D4.1_A7,I33_D4.1_A7,I34_D4.1_A7,I35_D4.1_A7,I36_D4.1_A7,I37_D4.1_A7,I38_D4.1_A7,I39_D4.1_A7,I40_D4.1_A7,I41_D4.1_A7,I42_D4.2_A8,I43_D4.2_A8,I44_D4.2_A8,I45_D4.2_A8,I46_D4.2_A8,I47_D4.2_A8,Domain 1,Domain 2,Domain 3,Domain 4,Indeks
100,5107,2,2,3,1,2,3,2,3,1,3,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,1,2,1,3,3,2,2,2,2,2.2,1.4,1,2.37,1.88
101,5108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1,3,1,3,1,1,2,4,1,5,2,1,1,1,2.62,1.74
102,5109,1,1,1,1,2,2,2,2,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,2,1,1,4,2,2,2,1,4,1,1.6,1.3,1,2.54,1.86
103,5110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,3,4,2,3,3,3,4,3,2,3,4,4,1,1.1,1.09,3.37,2.12
104,5111,1,1,1,3,2,2,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,2,3,3,4,3,2,2,2,3,1.8,1.1,1,2.81,1.95
105,5112,3,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,2.9,1.5,1.09,3.68,2.61
106,5113,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,1,3,4,4,4,4,2,4,4,4,3,3,1.1,1.09,3.56,2.47
107,5114,2,2,3,3,1,3,3,3,3,3,1,2,1,1,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,2.6,1.9,1.91,3.69,2.81
108,5115,3,3,4,3,2,3,3,2,3,2,1,3,1,1,1,2,2,2,2,2,1,2,3,2,2,1,1,1,1,1,1,4,3,3,4,4,4,3,2,3,4,4,4,4,4,3,3,2.8,1.7,1.45,3.51,2.62
109,5116,3,3,4,1,3,3,3,2,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,1,4,3,4,4,2,4,3,4,3,2.8,1.3,1,3.43,2.42
110,5117,3,2,3,2,3,3,3,2,3,3,2,2,2,2,1,1,3,1,1,2,1,3,2,2,1,1,1,1,2,1,1,4,4,3,4,4,4,3,3,3,3,4,3,2,4,4,4,2.7,1.7,1.45,3.5,2.61
111,5118,3,1,3,3,3,3,3,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,4,4,4,4,4,5,5,5,2.4,1.3,1,4.02,2.63
112,5171,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,2,2,3,3,4,3,1.1,1,3.54,2.44
113,5172,5,5,5,5,5,5,5,5,5,5,4,4,2,2,3,3,5,2,2,3,3,2,3,3,2,1,2,3,1,1,2,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,4,5,3,2.09,3.94,3.54
114,5173,1,1,1,1,2,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,3,2,1,3,4,1,2,1,3,2,1.6,1.1,1,2.61,1.84
115,5174,1,1,3,1,3,3,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,1,3,3,4,3,4,5,2,5,1.6,1.5,1,3.51,2.35
116,5175,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,3,1,4,4,4,4,4,1,1,1,3,1.1,1,2.8,2.11
117,5200,4,4,4,4,4,4,5,5,4,5,3,3,1,2,3,3,3,1,2,3,2,2,3,3,3,3,2,3,2,1,1,4,4,4,4,4,4,3,2,4,4,4,2,4,4,4,4,4.3,2.4,2.27,3.69,3.21
118,5201,4,4,4,4,4,4,4,4,4,4,3,4,3,5,3,4,4,3,4,3,2,3,3,2,2,2,2,3,1,1,2,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3.6,2.09,3.75,3.47
119,5202,3,3,4,3,3,3,3,2,3,3,1,1,1,1,1,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,4,4,1,2,2,5,5,3,1.7,1,3.49,2.57
120,5203,4,4,3,5,5,5,5,5,5,3,3,2,2,1,3,4,3,2,2,2,1,2,1,2,2,1,1,1,1,1,1,4,4,4,4,3,4,3,4,3,3,4,2,4,3,4,5,4.4,2.4,1.27,3.63,3.03
121,5204,2,2,3,2,3,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,3,4,3,1,2,1,1,3,1,2,2,2,3,1,2.1,1.5,1.09,2.3,1.87
122,5205,3,3,3,2,2,1,2,2,2,3,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,1,1,3,3,4,4,3,3,3,4,2.3,1.5,1,3.26,2.32
123,5206,3,2,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,2.6,2.8,2.73,3.19,2.94
124,5207,3,3,2,3,3,3,3,2,3,3,1,1,3,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,2,4,3,4,3,4,3,4,5,5,5,2.8,1.7,1,3.77,2.67
125,5208,3,3,3,3,3,3,1,3,3,3,2,2,2,3,2,4,2,3,3,3,3,2,2,2,2,2,2,1,1,1,1,4,4,4,4,3,1,3,2,3,3,1,1,3,4,4,5,2.8,2.6,1.73,3.06,2.69
126,5209,5,4,4,5,4,4,4,4,5,4,1,2,2,1,1,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,1,4,4,4,4,3,1,3,3,4,3,4,4,4,5,2,2,4.3,1.6,1.18,3.38,2.69
127,5210,3,2,3,1,3,3,3,3,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,4,3,3,4,1,1,1,1,2,3,4,2,3,3,3,3,2.4,1.1,1.27,2.58,1.97
128,5211,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,4,3,1.9,1,3.49,2.62
129,5212,2,2,4,1,3,3,3,3,1,3,3,2,1,1,1,4,2,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,1,4,1,4,3,4,1,4,1,1,1,2.5,2.2,1.09,2.42,2.16
130,5213,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,3,3,4,4,4,3,4,5,4,4,3,1.9,1.18,3.88,2.83
131,5214,2,3,3,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,2,2,3,1,4,1,2,1,1,1,2.1,1.2,1,2.35,1.81
132,5215,2,2,4,2,1,1,1,3,3,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,4,1,4,3,4,1,4,3,3,4,2.2,1.6,1,3.19,2.3
133,5216,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,4,4,2,4,5,5,2,1.3,1.8,1,3.57,2.41
134,5217,3,2,3,2,3,3,2,2,1,4,2,2,2,3,1,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,2,4,1,3,2,4,4,5,5,2.5,2.3,1,3.57,2.69
135,5218,3,2,4,2,3,3,3,3,3,3,1,2,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,3,4,4,4,3,3,4,2,4,4,3,3,2.9,1.6,1,3.62,2.59
136,5219,2,2,3,3,3,3,2,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,3,1,4,1,4,1,2,4,1,1,2.2,1.3,1,2.73,2.02
137,5220,1,1,2,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,1,3,4,1,4,3,3,1,1.4,1,1,3.05,1.98
138,5221,3,2,3,3,3,3,3,3,3,3,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,1,3,3,4,2,2,3,3,4,2.9,1.5,1,3.12,2.34
139,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,1,4,3,4,3,4,3,4,1,1,1.1,1,3.01,1.94
140,5223,3,2,3,2,3,3,2,2,1,1,1,2,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2.2,1.9,1,3.87,2.69
141,5224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,2,2,3,1,3,1,2,4,3,3,1,1,1,2.75,1.8
142,5225,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,2.9,1,1,1.58,1.51
143,5271,2,2,3,2,3,3,3,3,2,3,1,1,2,2,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,3,4,4,4,4,3,4,2,2.6,2.4,1.09,3.62,2.77
144,5272,3,1,2,4,3,4,2,3,3,3,3,3,5,4,4,4,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,3,3,5,4,5,3,2,4,2.8,3.3,1,3.63,3.01
145,5273,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,4,4,4,3,4,3,3,3,4,4,4,3,4,3,4,5,3,2.9,1.09,3.69,2.98
146,5274,4,4,3,1,3,3,4,4,4,3,3,3,1,1,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,2,4,4,3,4,3.3,2.5,1,3.56,2.84
147,5275,2,2,3,2,3,2,3,3,2,3,1,2,2,1,3,3,3,3,2,3,2,2,2,2,3,2,3,2,1,2,2,4,4,4,4,4,4,3,3,4,4,4,2,4,5,1,1,2.5,2.3,2.09,3.42,2.8
148,5276,3,2,3,3,2,2,2,3,3,3,1,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,3,1,3,2,4,2,2,3,4,3,2.6,1.6,1,2.94,2.24
149,5277,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,1,3,3,1,4,2,2,3,3,4,3.1,2.1,1,3.06,2.49
150,5278,3,3,4,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,3,1,1,1,2,1,4,1,3,4,3,2,3.1,1.4,1.09,2.63,2.13
151,5300,3,3,4,4,1,3,3,3,3,3,2,3,1,2,2,3,2,4,2,3,1,1,1,1,2,1,1,1,2,2,2,4,4,4,4,5,4,4,3,4,4,4,3,2,4,5,5,3,2.4,1.36,3.93,3.01
152,5301,2,2,3,3,3,3,3,3,2,4,2,3,4,2,1,4,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,3,1,4,4,3,4,3,4,4,2.8,2.7,2,3.51,2.96
153,5302,3,2,4,1,3,3,3,3,3,3,1,1,3,2,1,1,2,2,2,3,3,1,3,1,2,1,1,1,1,1,3,4,4,4,4,4,4,4,4,3,4,4,3,2,5,3,1,2.8,1.8,1.64,3.54,2.7
154,5304,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,4,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,3,3,4,4,4,4,5,5,4,3,2.2,1,3.89,2.88
155,5305,2,2,1,1,2,3,3,1,1,2,1,1,1,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,2,4,4,2,2,4,5,4,1.8,1.5,1,3.2,2.23
156,5306,1,3,3,1,1,1,1,1,1,3,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,1,1,3,3,3,1,4,5,5,5,1.6,1.4,1,3.39,2.27
157,5307,3,3,3,4,4,4,4,4,4,3,2,1,1,3,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,3,3,4,2,4,3,3,2,3.6,1.9,1,3.36,2.64
158,5308,1,1,3,3,2,2,1,2,2,2,1,1,2,2,2,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,3,3,4,2,2,4,4,4,1.9,1.9,1,3.55,2.5
159,5309,5,3,3,3,3,3,3,3,3,5,3,2,2,1,2,2,2,3,2,3,1,2,1,1,1,1,1,1,2,2,2,4,4,4,5,4,4,4,4,3,4,5,4,2,4,5,3,3.4,2.2,1.36,3.93,3.01
160,5312,3,3,4,3,3,4,4,2,3,4,1,1,3,2,3,3,4,4,2,3,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3.3,2.6,1.09,3.75,2.96
161,5313,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,1,2,2,1,1,1,2,1,1,1,4,4,4,4,3,3,1,3,3,4,4,2,4,4,5,3,2.9,2.3,1.36,3.45,2.74
162,5371,5,5,5,5,5,5,5,5,5,5,3,3,2,4,3,3,3,3,3,3,2,2,2,2,2,2,1,2,1,1,2,4,4,4,5,5,4,4,3,3,4,4,3,2,4,4,4,5,3,1.73,3.8,3.42
163,5373,4,3,3,3,3,3,3,3,3,3,4,3,2,2,4,5,3,3,1,4,3,3,3,3,2,3,3,1,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,5,5,5,3.1,3.1,2.73,3.96,3.43
164,5400,3,3,3,3,3,4,2,5,3,5,3,3,4,4,5,5,5,3,2,4,3,3,2,3,2,3,2,2,3,3,2,4,4,4,4,5,4,3,3,5,5,4,4,4,5,5,5,3.4,3.8,2.55,4.26,3.75
165,5401,1,1,3,1,2,3,2,2,1,3,1,1,1,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,5,4,3,4,4,5,4,1.9,1.6,1,3.82,2.55
166,5402,2,2,1,1,2,1,2,2,1,3,2,1,3,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,1,3,1,1,1,4,5,3,5,1.7,2.3,1,3.13,2.38
167,5403,3,3,4,3,3,5,3,3,3,3,2,1,3,2,3,4,3,3,5,3,2,2,2,1,2,1,1,1,1,1,1,4,4,4,5,4,5,3,3,5,3,4,5,4,5,5,4,3.3,2.9,1.36,4.2,3.29
168,5404,4,4,5,5,4,4,4,4,5,3,3,2,2,2,4,4,4,2,4,3,3,3,2,1,3,3,3,3,1,1,1,4,4,4,4,3,3,3,3,3,5,5,5,5,5,4,4,4.2,3,2.18,4.02,3.49
169,5405,4,3,3,1,1,1,1,1,3,4,2,2,3,3,4,3,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,2,1,4,4,1,2,5,3,3,2.2,3,1,3.12,2.62
170,5406,5,5,5,3,5,3,5,3,5,5,5,5,3,2,3,5,3,3,5,3,4,3,3,4,3,2,2,4,3,3,3,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,4.4,3.7,3.09,4.76,4.17
171,5407,2,2,4,1,4,3,3,3,3,5,1,1,3,2,3,5,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,4,3,4,5,4,4,4,5,5,5,3,2.9,1,4.26,3.22
172,5408,2,1,1,1,1,1,2,2,1,3,2,2,1,2,2,3,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,4,4,2,3,2,2,2,2,2,4,4,4,4,2,2,3,1.5,1.9,1.18,2.88,2.18
173,5409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,3,1,1,1,1,4,1,4,1,1,1,1,1.2,1,2.06,1.53
174,5410,4,4,3,4,3,3,3,4,4,5,2,3,2,2,2,3,3,2,2,2,2,3,3,2,2,1,1,2,3,3,2,4,4,3,4,4,1,3,3,3,4,4,3,4,3,4,4,3.7,2.3,2.18,3.45,2.98
175,5411,3,3,4,3,3,3,3,3,3,3,3,3,2,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,3,1,3,4,4,4,3,3,4,2,3,3,3,4,3,4,3,4,3,3.1,2.1,2.18,3.38,2.83
176,5412,3,4,4,2,4,4,3,4,2,3,2,3,3,3,3,2,3,2,2,2,3,4,3,1,3,1,2,1,2,2,4,1,3,3,3,3,2,3,3,2,4,4,3,4,4,4,2,3.3,2.5,2.36,3.02,2.82
177,5471,1,2,3,1,2,2,1,1,1,1,1,2,2,1,1,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,4,4,4,5,4,4,3,3,3,4,4,1,4,4,4,4,1.5,1.7,1.18,3.68,2.49
178,5472,3,4,3,3,1,3,3,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,4,4,4,4,3,3,1,2,3,3,3,4,4,3,3,4,2.9,2.4,2.82,3.26,2.92
179,5473,3,3,3,3,3,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,1,3,2,3,3,2,2,2,3,3,1,4,4,4,4,3,3,3,3,3,3,4,2,3,3,4,4,3.5,2.9,2.27,3.37,3.09
180,5474,3,3,4,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,4,3,5,5,5,4,5,4,5,5,5,3.1,3,1,4.51,3.37
181,5475,5,5,5,5,5,5,5,4,5,5,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,2,1,1,2,2,2,5,4,4,4,4,4,3,4,4,3,5,3,5,4,5,4,4.9,2.9,2,4.07,3.54
182,5476,3,3,3,3,3,3,3,3,2,3,3,3,3,2,4,4,4,3,3,3,1,4,3,2,3,1,1,2,2,2,2,4,4,3,4,4,4,3,3,4,4,3,2,3,5,4,4,2.9,3.2,2.09,3.62,3.17
183,5477,3,3,4,4,4,5,3,3,4,3,1,2,1,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,2,2,1,4,4,4,4,4,3,3,3,3,3,4,3,4,3,3,3,3.6,1.7,1.18,3.43,2.65
184,5500,2,3,3,4,3,3,1,4,2,3,3,3,1,2,3,3,3,2,4,3,3,2,2,2,1,1,1,2,2,2,2,4,4,4,4,5,5,3,4,5,3,5,4,5,5,4,5,2.8,2.7,1.82,4.32,3.31
185,5501,4,4,4,4,4,4,4,3,4,4,1,1,2,2,5,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,4,3,4,4,4,3,5,2,5,3,3.9,2.7,1,3.87,3.11
186,5502,1,1,1,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,2,3,3,2,2,4,1,1,2,2,1,1,1.4,1.1,1,2.4,1.71
187,5503,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,1,3,1,1,4,3,4,2,5,2,1.3,1,1,3.01,1.95
188,5504,3,3,4,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,3,1,4,1,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3.1,1.8,1.27,2.87,2.37
189,5505,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,3,2,3,3,4,2,4,2,2,3,1,1.4,1,2.87,1.95
190,5506,4,4,4,3,5,3,3,3,1,5,4,3,1,2,1,3,3,1,5,4,1,1,3,1,2,1,1,1,1,1,1,4,4,4,4,5,4,2,1,3,3,4,4,4,4,3,2,3.5,2.7,1.27,3.44,2.91
191,5507,2,2,4,1,3,3,3,3,3,3,1,1,2,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,4,4,3,2,4,5,5,2.7,1.6,1,3.75,2.62
192,5508,2,2,1,2,2,3,1,1,1,3,2,2,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,1,3,1,1,1,4,2,2,3,4,4,1.8,1.8,1,2.82,2.13
193,5509,3,3,4,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,3,3,3,4,2,4,5,5,5,3.1,2.1,1,3.76,2.81
194,5571,5,5,5,5,5,5,5,5,5,5,2,3,5,2,3,5,5,5,5,5,3,2,2,3,3,2,4,4,3,3,3,5,5,5,5,5,5,5,3,3,5,5,5,5,4,5,5,5,4,2.91,4.69,4.27
195,5572,3,3,2,1,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,4,3,3,3,4,3,3,5,4,5,2.6,1,1,3.58,2.38
196,5600,2,2,3,3,3,3,3,3,2,3,1,1,2,1,3,3,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,3,4,3,4,4,3,3,2,2,4,2.7,2,1.09,3.48,2.62
197,5601,3,3,2,3,3,4,2,3,3,3,3,1,1,2,1,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,4,3,3,3,4,1,3,5,5,4,2.9,2.4,1,3.75,2.85
198,5602,2,2,3,2,2,3,3,3,1,3,1,2,3,1,1,2,3,1,3,3,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,4,2.4,2,1.09,3.69,2.67
199,5603,5,4,4,4,3,3,3,4,3,4,1,2,2,2,3,3,3,3,5,3,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,3,3,4,3,4,3,5,4,3.7,2.7,1.18,3.63,3
200,5604,1,1,4,1,1,1,1,3,1,3,1,1,2,1,1,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,3,1,3,2,4,3,3,2,3,3,1.7,1.8,1,3.06,2.23
201,5605,3,3,4,4,3,3,3,2,3,3,1,1,2,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,2,4,4,3,4,3.1,1.6,1,3.68,2.64
202,5606,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,1,2,3,2,3,2,1,2,2,2,2,4,4,4,4,3,4,3,3,4,4,4,2,4,4,3,4,3,2.7,2,3.62,3.04
203,5608,3,3,5,5,5,5,5,5,3,5,3,2,3,2,3,3,5,1,3,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,3,3,4,3,4,2,3,3,3,4,4.4,2.8,1.09,3.31,2.96
