No.;Kode;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;I47;Aspek 1;Aspek 2;Aspek 3;Aspek 4;Aspek 5;Aspek 6;Aspek 7;Aspek 8
1;1010;3;3;5;3;3;3;3;5;3;3;1;1;3;3;3;3;3;3;4;3;1;1;1;1;3;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;3,4;2;3;3,5;1,25;1;4;3,33
2;1020;5;5;4;3;3;3;3;1;3;3;2;3;4;4;3;4;4;3;4;3;3;2;2;3;3;3;3;3;3;3;4;4;5;5;4;4;4;4;4;4;4;4;4;4;5;5;5;3,3;3,25;3,5;3,5;2,75;3,33;4,2;4,5
3;1030;3;3;4;3;3;3;3;3;3;3;2;3;2;2;1;4;3;2;2;2;3;1;2;2;2;1;1;2;3;3;2;4;4;4;4;4;4;4;3;4;4;4;4;4;5;5;3;3,1;2,25;2,5;2;1,75;2,67;3,9;4,17
4;1040;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;3;2;3;3;3;2;3;3;3;2;2;3;3;3;3;4;4;4;4;4;4;4;3;3;3;4;4;4;3;3;4;3,1;3,25;3;3;2,63;3;3,7;3,67
5;2000;5;5;5;4;5;5;5;5;5;5;4;4;4;4;5;5;5;3;4;4;3;3;4;3;4;3;4;4;3;3;3;4;4;4;4;4;4;4;3;4;5;4;4;4;5;5;4;4,9;4;4,5;4;3,5;3;4;4,33
6;2010;4;4;5;4;4;3;4;3;3;5;3;3;3;3;3;4;3;3;4;4;4;4;2;3;3;2;2;3;3;3;2;4;4;4;4;4;4;4;3;4;3;4;2;4;5;4;3;3,9;3;3,25;4;2,88;2,67;3,8;3,67
7;2040;5;5;5;5;5;5;5;5;5;5;4;4;5;3;4;4;4;4;5;4;5;4;4;4;4;4;4;4;3;3;3;4;5;5;5;5;5;5;4;3;5;4;5;4;5;5;5;5;4;4;4,5;4,13;3;4,6;4,67
8;2050;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;2;2;2;3;3;3;3;3;3;2;3;2;2;3;5;5;4;4;4;4;4;3;5;4;4;5;5;5;5;3;3;2,25;2,75;2;2,88;2,33;4,2;4,5
9;2060;4;4;4;4;4;4;4;4;4;5;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;5;4;5;4;4;5;5;3;4,1;3,25;4;4;4;3,33;4;4,33
10;2100;5;5;5;5;5;5;5;5;5;5;2;2;3;2;3;3;3;3;5;1;1;4;2;1;1;2;3;3;3;3;2;4;4;4;4;3;4;4;3;4;3;4;4;5;3;3;2;5;2,25;3;3;2,13;2,67;3,7;3,5
11;2120;5;5;5;5;2;2;2;3;3;5;3;3;5;5;5;3;3;3;4;4;4;4;3;3;3;2;3;3;3;3;3;4;4;4;5;4;4;4;5;4;5;4;4;4;5;4;4;3,7;4;3,5;4;3,13;3;4,3;4,17
12;3001;4;4;4;4;4;4;4;4;4;5;4;4;4;3;3;3;3;4;2;4;2;3;3;3;2;1;2;1;2;2;4;4;4;4;4;5;3;5;3;4;5;4;4;2;5;5;5;4,1;3,75;3,25;3;2,13;2,67;4,1;4,17
13;3002;1;2;3;5;1;1;1;1;1;4;4;2;5;3;5;5;5;1;5;4;1;1;1;1;2;2;1;1;1;1;1;4;3;5;4;5;3;3;3;3;4;4;3;5;5;5;5;2;3,5;4;4,5;1,25;1;3,7;4,5
14;3003;3;3;4;3;3;3;3;3;3;3;3;3;2;3;4;3;4;2;5;5;3;4;3;3;3;3;3;4;3;3;3;4;4;4;5;3;3;4;2;3;4;4;4;4;4;3;3;3,1;2,75;3,25;5;3,25;3;3,6;3,67
15;3004;2;5;3;5;5;2;5;5;3;3;3;3;5;3;5;5;5;2;3;5;2;2;2;3;3;3;2;5;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3,8;3,5;4,25;4;2,75;3;5;5
16;3005;5;5;5;4;5;5;5;5;5;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;2;5;3;3;3;4;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;4,9;4,5;4,75;5;4,63;3;4,9;4,5
17;3006;2;5;2;3;3;4;4;2;5;4;4;3;2;3;4;5;5;2;4;5;3;2;2;1;2;1;2;4;3;3;3;5;5;4;5;5;5;4;4;5;5;5;5;2;5;5;5;3,4;3;4;4,5;2,13;3;4,7;4,5
18;3008;4;4;4;5;5;5;5;5;5;5;4;2;4;5;3;4;4;2;3;4;1;1;1;1;1;1;1;1;3;3;1;4;4;4;4;4;5;4;5;5;4;4;4;2;5;4;2;4,7;3,75;3,25;3,5;1;2,33;4,3;3,5
19;3009;4;4;5;4;5;4;3;5;3;5;4;4;4;3;4;4;4;3;4;3;3;3;2;2;2;2;1;3;3;3;4;4;4;4;5;4;4;4;4;4;4;4;3;2;5;4;5;4,2;3,75;3,75;3,5;2,25;3,33;4,1;3,83
20;3010;3;3;3;3;3;3;3;3;4;5;1;2;5;5;5;4;5;4;5;3;3;3;2;2;3;2;2;2;3;3;3;4;4;5;4;4;4;5;4;5;5;5;4;5;5;5;5;3,3;3,25;4,5;4;2,38;3;4,4;4,83
21;3011;3;2;2;3;3;3;1;3;3;3;4;4;3;4;3;4;4;4;4;3;2;4;3;3;2;1;3;3;2;2;4;4;4;4;4;4;4;4;3;3;4;3;3;2;4;3;4;2,6;3,75;3,75;3,5;2,63;2,67;3,8;3,17
22;3012;3;3;4;5;4;5;3;2;2;3;2;3;2;4;3;4;4;5;5;1;2;3;2;2;2;2;2;2;3;3;2;4;5;5;4;5;5;3;3;3;2;5;5;5;4;5;5;3,4;2,75;4;3;2,13;2,67;3,9;4,83
23;3013;2;2;2;2;2;2;3;2;3;3;2;2;4;4;3;3;2;3;5;4;1;1;3;1;1;1;1;3;3;1;1;4;4;4;3;4;4;3;4;4;5;4;4;5;5;5;5;2,3;3;2,75;4,5;1,5;1,67;3,9;4,67
24;3014;4;2;3;3;1;1;1;1;3;3;1;1;5;3;4;4;3;4;2;1;1;2;2;1;2;1;1;3;2;1;3;4;4;4;4;5;4;3;3;3;3;4;3;5;5;5;3;2,2;2,5;3,75;1,5;1,63;2;3,7;4,17
25;3015;3;3;4;3;3;3;3;2;3;3;3;2;3;5;1;3;3;3;5;4;2;3;2;3;4;2;2;2;3;3;1;4;4;4;4;4;4;4;5;4;5;5;5;4;5;5;5;3;3,25;2,5;4,5;2,5;2,33;4,2;4,83
26;3016;2;3;3;2;3;4;4;2;3;4;3;3;3;1;3;4;4;5;2;3;2;2;2;2;2;3;2;4;2;2;1;5;4;4;4;5;5;4;3;5;4;4;5;5;5;5;5;3;2,5;4;2,5;2,38;1,67;4,3;4,83
27;3018;5;5;5;5;5;5;5;5;5;5;4;3;4;5;5;5;5;5;2;4;5;5;2;2;3;3;3;4;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;3,38;3;5;5
28;3019;5;5;5;5;5;5;5;5;5;5;4;4;5;4;4;4;5;5;4;5;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;5;5;5;5;4,25;4,5;4,5;3,13;3,33;3,9;4,5
29;3020;3;3;3;3;3;3;3;3;3;3;1;1;2;3;1;3;2;1;2;3;1;2;1;1;2;1;1;2;1;1;2;4;4;4;4;4;4;4;3;4;3;4;4;4;4;5;4;3;1,75;1,75;2,5;1,38;1,33;3,8;4,17
30;3021;4;4;5;5;5;5;5;4;4;4;3;3;5;3;5;4;3;4;2;3;1;1;1;1;1;1;1;1;3;2;1;4;4;4;4;5;5;5;4;5;5;5;5;5;5;5;5;4,5;3,5;4;2,5;1;2;4,5;5
31;3022;5;5;5;5;5;5;5;5;5;3;4;5;5;5;3;5;5;4;5;5;5;3;5;5;5;5;5;5;4;4;3;4;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;4,8;4,75;4,25;5;4,75;3,67;4,6;5
32;4001;3;3;3;3;3;3;3;2;3;5;3;3;4;2;4;3;4;3;5;3;2;2;2;2;3;2;1;3;2;2;2;4;4;4;5;5;4;4;4;4;5;5;2;4;3;3;3;3,1;3;3,5;4;2,13;2;4,3;3,33
33;4002;5;5;4;4;4;3;3;3;4;5;4;3;4;2;1;5;4;3;3;3;2;4;2;2;2;4;2;2;2;2;4;4;4;4;4;4;3;3;3;4;3;4;5;5;4;3;3;4;3,25;3,25;3;2,5;2,67;3,6;4
34;4003;4;4;4;5;3;3;4;5;4;5;4;4;3;4;4;5;4;4;5;4;4;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;5;5;4;4;4;5;4;4;1;4;4;4,1;3,75;4,25;4,5;3,38;3,33;4,2;3,67
35;4004;3;3;3;3;3;3;3;3;3;3;3;3;2;2;1;4;3;2;2;3;2;2;1;2;2;1;2;3;1;1;1;4;4;4;4;4;4;3;3;3;4;4;4;4;3;3;3;3;2,5;2,5;2,5;1,88;1;3,7;3,5
36;4006;3;3;3;4;5;5;5;3;3;4;3;3;3;3;4;4;4;4;4;3;3;3;3;2;3;2;2;3;3;3;4;4;4;4;4;4;4;4;4;2;4;4;4;5;4;3;3;3,8;3;4;3,5;2,63;3,33;3,8;3,83
37;4007;2;2;3;3;3;3;3;2;2;2;1;2;2;2;3;3;3;3;2;3;2;2;2;2;3;3;2;3;2;2;1;4;5;5;5;5;4;5;3;4;4;3;3;2;5;5;5;2,5;1,75;3;2,5;2,38;1,67;4,4;3,83
38;4008;5;5;3;3;3;3;3;3;3;3;4;3;4;2;4;3;3;3;4;3;4;4;2;3;3;4;4;3;1;1;3;4;4;3;4;4;4;4;4;4;4;4;4;4;5;5;5;3,4;3,25;3,25;3,5;3,38;1,67;3,9;4,5
39;4009;3;5;3;3;3;4;4;4;4;2;3;3;4;2;1;3;3;2;4;3;3;2;2;3;3;2;1;2;3;3;2;4;4;4;4;4;4;3;3;3;3;3;2;5;2;2;3;3,5;3;2,25;3,5;2,25;2,67;3,6;2,83
40;4010;3;3;5;5;5;5;5;5;5;5;3;3;5;5;5;3;5;3;3;1;3;5;3;3;4;4;1;3;3;3;4;4;4;4;5;5;4;5;3;4;4;4;3;5;5;3;5;4,6;4;4;2;3,25;3,33;4,2;4,17
41;4011;4;3;4;4;4;4;4;4;4;3;3;4;2;3;5;5;4;4;3;3;2;4;4;3;2;3;2;2;2;2;4;4;4;4;4;5;4;4;4;3;4;4;3;2;5;5;5;3,8;3;4,5;3;2,75;2,67;4;4
42;4012;5;5;5;5;5;5;4;5;5;5;3;3;3;5;4;5;3;3;4;5;4;4;5;3;4;4;3;3;3;3;5;4;4;4;5;4;4;4;3;5;5;5;5;5;5;5;5;4,9;3,5;3,75;4,5;3,75;3,67;4,2;5
43;4016;3;5;5;5;5;5;3;3;3;5;3;3;3;5;3;5;5;5;5;5;4;3;3;2;2;4;4;4;2;2;3;5;5;5;4;5;4;4;4;4;5;3;5;5;5;5;5;4,2;3,5;4,5;5;3,25;2,33;4,5;4,67
44;4017;4;4;3;5;5;5;4;4;4;4;2;3;3;1;5;4;4;5;4;5;5;5;1;4;2;1;5;5;3;3;3;4;4;5;5;5;4;3;4;5;5;5;5;5;5;5;5;4,2;2,25;4,5;4,5;3,5;3;4,4;5
45;4018;4;3;4;2;2;3;3;3;4;5;4;2;3;3;4;3;3;2;2;2;1;1;1;1;1;1;1;1;3;3;4;4;4;4;4;4;5;4;2;4;4;4;3;4;4;4;4;3,3;3;3;2;1;3,33;3,9;3,83
46;4019;3;3;3;2;3;3;2;3;2;2;3;3;3;3;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;1;2;5;5;5;5;5;4;5;3;5;5;4;4;5;2;2;5;2,6;3;2,25;3;2;1,67;4,7;3,67
47;4020;5;3;4;1;3;3;3;2;3;3;3;2;3;2;3;5;3;3;5;2;1;1;1;1;1;1;1;1;2;2;2;4;4;4;4;3;4;3;3;3;5;4;4;4;5;5;5;3;2,5;3,5;3,5;1;2;3,7;4,5
48;4021;2;2;4;3;3;1;1;1;1;3;2;2;1;3;3;3;1;3;2;3;1;2;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;4;3;3;4;3;4;4;5;5;5;2,1;2;2,5;2,5;1,13;1;3,7;4,33
49;4023;4;4;3;3;3;3;3;3;3;4;4;4;5;5;5;5;4;3;3;3;5;5;2;3;3;4;2;4;3;3;3;5;5;5;5;5;5;5;5;5;5;5;2;4;5;4;5;3,3;4,5;4,25;3;3,5;3;5;4,17
50;4024;4;4;4;4;4;4;4;4;5;5;3;3;4;5;3;3;3;3;5;4;4;5;4;4;3;3;3;3;3;3;3;4;4;4;4;5;5;4;3;4;4;5;3;4;5;5;5;4,2;3,75;3;4,5;3,63;3;4,1;4,5
51;4025;5;5;5;5;3;3;3;5;5;5;3;3;4;4;1;2;2;2;2;5;2;5;2;2;2;2;2;4;3;3;2;4;4;4;4;4;4;4;3;3;3;4;5;5;4;5;5;4,4;3,5;1,75;3,5;2,63;2,67;3,7;4,67
52;4027;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;2;3;3;3;3;2;2;2;2;4;2;2;3;4;4;4;4;4;4;4;3;4;4;4;3;2;5;5;5;3;3;3,5;2,5;2,63;2,33;3,9;4
53;4028;5;5;4;3;5;3;3;2;2;5;3;3;5;2;5;5;4;4;3;4;1;2;1;2;1;1;2;3;2;2;2;4;3;3;4;4;4;2;2;3;3;2;1;4;5;5;5;3,7;3,25;4,5;3,5;1,63;2;3,2;3,67
54;4031;2;4;5;5;4;4;4;5;3;4;3;3;5;3;1;5;4;3;5;5;3;5;2;3;2;2;3;2;3;3;3;5;4;4;5;5;4;5;5;5;4;5;5;5;5;5;5;4;3,5;3,25;5;2,75;3;4,6;5
55;4032;3;3;4;4;3;3;3;3;3;2;1;5;3;4;5;4;3;3;1;1;4;4;5;4;4;4;4;4;1;3;2;4;4;4;3;4;4;3;2;2;2;4;4;2;5;2;1;3,1;3,25;3,75;1;4,13;2;3,2;3
56;4035;3;3;4;3;3;3;3;2;3;5;3;2;2;3;4;4;4;2;2;2;3;3;2;3;2;3;3;4;3;3;3;3;4;4;4;4;4;3;3;4;3;4;2;4;5;5;5;3,2;2,5;3,5;2;2,88;3;3,6;4,17
57;4036;3;3;3;3;3;3;3;3;3;3;2;2;5;2;3;4;4;1;3;3;3;3;2;2;3;1;1;1;3;3;3;4;4;4;4;4;4;4;1;3;4;4;1;4;3;3;3;3;2,75;3;3;2;3;3,6;3
58;4040;3;3;3;3;3;3;3;3;3;3;1;2;1;4;1;3;3;2;1;1;3;1;1;1;2;1;1;1;1;1;1;3;4;3;4;3;3;3;2;4;3;3;2;4;3;2;3;3;2;2,25;1;1,38;1;3,2;2,83
59;4041;3;3;3;3;3;3;3;3;3;3;1;2;4;3;4;3;2;2;1;5;3;3;2;2;2;3;2;2;3;3;5;4;5;5;4;5;5;3;5;5;5;5;5;4;5;5;4;3;2,5;2,75;3;2,38;3,67;4,6;4,67
60;4043;2;2;4;3;3;3;1;2;2;3;1;2;1;3;4;2;1;2;2;1;1;2;3;1;2;2;1;1;1;1;1;4;4;4;4;4;4;4;3;3;3;4;4;2;5;3;3;2,5;1,75;2,25;1,5;1,63;1;3,7;3,5
61;4044;3;3;3;3;4;3;3;4;3;5;2;1;4;1;1;2;2;2;2;1;2;3;2;1;1;2;2;1;1;1;1;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;2;3,4;2;1,75;1,5;1,75;1;3,7;3,67
62;4046;4;4;4;5;4;4;2;4;4;4;5;3;5;4;3;4;3;1;3;3;4;3;3;3;4;3;2;3;3;3;2;4;4;4;4;3;4;3;2;2;3;4;3;3;3;4;3;3,9;4,25;2,75;3;3,13;2,67;3,3;3,33
63;4047;5;5;5;5;5;4;5;5;5;3;3;3;5;5;4;3;3;4;3;1;2;5;4;5;5;5;4;4;2;2;4;4;4;4;5;5;5;5;5;5;5;4;1;4;5;5;5;4,7;4;3,5;2;4,25;2,67;4,7;4
64;4049;3;3;3;4;1;3;3;4;3;3;2;2;3;3;3;3;3;2;4;4;3;4;2;3;3;1;2;3;1;2;2;4;5;5;4;4;4;3;2;3;4;3;2;5;4;4;4;3;2,5;2,75;4;2,63;1,67;3,8;3,67
65;4050;3;2;1;1;1;1;1;4;2;3;1;2;3;1;3;2;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;4;3;4;4;3;4;4;2;3;3;4;1;2;2;2;3;1,9;1,75;2,25;1,5;1;1;3,4;2,33
66;4052;2;3;3;3;2;3;3;3;5;4;2;2;5;2;2;3;3;3;2;3;1;3;3;2;2;1;1;2;3;3;3;4;4;4;4;3;4;4;3;4;3;4;3;5;4;4;4;3,1;2,75;2,75;2,5;1,88;3;3,7;4
67;4053;5;5;5;5;5;2;2;3;3;5;1;2;3;3;3;3;3;3;5;4;2;3;1;1;1;1;1;1;1;1;1;5;4;4;4;4;4;4;3;5;3;4;4;5;5;5;5;4;2,25;3;4,5;1,38;1;4;4,67
68;4054;4;4;4;5;4;4;4;4;4;3;2;2;3;2;3;5;4;3;2;3;1;2;2;4;2;2;2;2;2;2;2;1;4;4;5;5;5;4;2;4;5;4;4;4;5;5;5;4;2,25;3,75;2,5;2,13;2;3,9;4,5
69;4055;5;5;5;5;5;5;5;5;5;5;3;5;5;3;3;4;4;4;5;4;3;3;3;3;4;3;2;3;3;3;2;5;5;5;5;5;4;4;4;5;4;4;4;5;5;5;5;5;4;3,75;4,5;3;2,67;4,6;4,67
70;4056;3;5;4;5;5;5;5;5;5;5;4;3;4;3;4;5;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;4;4;4;5;4;4;4;4;4;4;5;2;5;4;3;2;4,7;3,5;4;3;2,88;3;4,1;3,5
71;4057;3;3;3;2;3;3;2;3;3;1;3;1;2;1;1;1;3;1;1;1;1;2;1;3;2;2;1;1;1;1;1;4;4;5;4;4;4;5;4;3;3;4;2;2;2;2;2;2,6;1,75;1,5;1;1,63;1;4;2,33
72;4058;5;5;5;5;5;5;5;5;5;5;3;4;3;5;1;2;3;3;3;4;3;4;1;3;1;4;1;1;2;2;4;4;4;4;4;4;4;3;3;3;3;3;3;3;2;4;2;5;3,75;2,25;3,5;2,25;2,67;3,6;2,83
73;4059;4;4;4;4;4;3;4;4;4;4;2;2;1;2;1;3;3;1;2;4;1;1;1;1;1;1;3;1;1;1;1;4;4;4;4;3;4;4;2;3;3;4;1;4;3;4;3;3,9;1,75;2;3;1,25;1;3,5;3,17
74;4060;3;3;2;2;3;3;3;1;3;2;3;2;2;3;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;3;4;1;5;1;2;4;2,5;2,5;1,5;1;1,13;1;3,6;2,83
75;4061;3;2;3;1;2;2;2;3;3;1;1;2;1;1;2;2;2;2;2;3;1;1;1;1;2;1;1;1;2;2;2;4;4;4;4;4;4;3;2;2;2;4;2;4;3;1;1;2,2;1,25;2;2,5;1,13;2;3,3;2,5
76;4062;4;4;4;4;3;3;3;4;4;4;1;3;3;3;1;3;3;3;4;2;2;2;1;2;2;2;1;2;1;1;1;4;4;3;5;4;4;3;4;2;4;4;2;4;5;5;4;3,7;2,5;2,5;3;1,75;1;3,7;4
77;4100;1;1;1;1;1;1;1;1;1;1;1;1;3;1;4;3;3;3;1;4;2;2;1;5;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;3;2;3;3;3;1;1,5;3,25;2,5;1,88;1;4;3
78;4105;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;2;1;1;1;2;2;2;1;2;1;1;2;1,5;1,5;1;1;1,6;1,67
79;4112;3;3;3;3;3;3;2;3;3;3;3;3;3;5;4;2;4;3;3;4;3;2;2;2;3;3;3;2;3;1;1;3;3;3;3;4;4;3;3;3;4;4;4;4;5;5;5;2,9;3,5;3,25;3,5;2,5;1,67;3,3;4,5
80;4212;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;3;4;3;1;3;1;1;1;1;1;1;1,1;1;1,75;1;1;1;2,3;1
81;4215;4;3;5;3;3;3;3;3;3;3;4;3;3;5;5;1;1;2;2;4;1;1;1;1;1;1;1;1;2;2;1;5;5;5;4;4;5;3;2;4;4;4;4;4;3;3;3;3,3;3,75;2,25;3;1;1,67;4,1;3,5
82;4310;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;2;2;3;3;2;2;2;2;2;2;3;4;4;4;4;4;4;4;3;4;4;4;4;4;5;5;4;3;3;3,25;3,5;2,25;2,33;3,9;4,33
83;4317;3;3;3;3;3;3;3;3;3;3;3;3;2;2;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;3;3;4;3;1;3;2;2;3;3;3;1;1;3;1;1;3;2,5;1;2;1,13;1;2,7;1,67
84;4331;3;3;3;1;1;1;1;2;3;3;3;3;3;3;1;4;3;2;2;3;2;1;2;1;2;1;1;2;1;1;1;4;4;4;4;4;3;3;3;2;4;4;1;5;3;3;5;2,1;3;2,5;2,5;1,5;1;3,5;3,5
85;4332;2;2;4;1;3;3;3;3;3;3;3;3;1;2;3;3;3;3;1;1;2;1;2;2;2;2;1;1;1;1;1;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;2,7;2,25;3;1;1,63;1;3,8;4
86;4502;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;4;4;4;4;4;4;4;3;4;4;3;3;3;4;4;4;3;3;3;3;2;2,33;3,9;3,5
87;4504;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;3;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;1;4;3;4;4;3;4;4;4;3;1;1,5;2,5;1;1;3,6;3,83
88;4602;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;1;3;3;4;2;2;3;2;3;1;1,25;1,5;1;1;1;3,5;2,67
89;4604;5;5;5;5;5;5;5;5;5;5;5;5;4;2;5;5;5;3;5;4;1;3;2;2;2;1;1;1;1;1;2;4;4;4;4;2;4;4;2;4;3;4;1;2;2;3;2;5;4;4,5;4,5;1,63;1,33;3,5;2,33
90;4615;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;4;3;3;2;2;4;3;2;2;2;2;2;3;3;3;3;4;4;4;5;5;4;4;3;4;4;4;2;2;2;3;4;3;2,5;3;2;2,5;3;4,1;2,83
91;4630;3;2;3;1;3;3;3;3;3;3;1;3;1;2;1;2;1;3;3;5;2;2;2;2;2;2;2;2;1;3;2;4;4;5;5;4;4;5;5;3;5;4;4;5;5;4;5;2,7;1,75;1,75;4;2;2;4,4;4,5
92;4800;3;4;3;2;3;3;3;2;3;3;4;3;3;3;1;3;4;5;5;3;2;3;2;2;2;2;2;2;2;2;2;2;2;5;4;2;4;2;2;2;3;3;2;4;5;4;4;2,9;3,25;3,25;4;2,13;2;2,8;3,67
93;5100;5;5;5;5;5;5;5;4;3;5;3;2;4;2;4;5;4;4;4;5;3;3;2;1;3;2;2;2;1;1;1;4;4;4;5;4;4;3;3;3;3;4;5;4;4;4;4;4,7;2,75;4,25;4,5;2,25;1;3,7;4,17
94;5101;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;1;2;3;3;4;2;3;4;2;2;1;1;1,25;1;1;1;2,9;2,83
95;5102;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;4;3;3;3;3;4;2;2;4;1;2;1,1;1,25;1,5;1,5;1;1;3,4;2,5
96;5103;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;3;2;1;3;4;2;2;2;1;1;1;1;1;1;1;1;2,9;2
97;5104;2;2;3;3;3;3;3;2;1;3;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;4;3;1;3;4;4;4;2;4;3;3;2,5;1;1,25;1,5;1;1;3,3;3,33
98;5105;3;3;1;2;2;2;2;2;2;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;1;2;1;2;1;3;4;2;3;2;3;2,2;1;1,25;1;1;1;2,5;2,83
99;5106;3;3;4;3;3;3;3;3;3;3;1;1;1;1;1;2;2;2;3;3;1;3;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;4;4;5;3;2;3,1;1;1,75;3;1,25;1;3,5;3,67
100;5107;2;2;3;1;2;3;2;3;1;3;1;1;1;1;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;1;2;1;2;1;3;3;2;2;2;2;2,2;1;1,75;1,5;1;1;2,4;2,33
101;5108;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;1;3;1;3;1;1;2;4;1;5;2;1;1;1;1;1;1;2,7;2,5
