No.;Kode;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;I47;Aspek 1;Aspek 2;Aspek 3;Aspek 4;Aspek 5;Aspek 6;Aspek 7;Aspek 8
102;5109;1;1;1;1;2;2;2;2;1;3;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;3;3;2;1;1;4;2;2;2;1;4;1;1,6;1;1,75;1;1;1;2,9;2
103;5110;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;3;4;2;3;3;3;4;3;2;3;4;4;1;1;1;1,5;1,13;1;3,4;3,33
104;5111;1;1;1;3;2;2;3;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;1;2;3;3;4;3;2;2;2;3;1,8;1;1,25;1;1;1;2,9;2,67
105;5112;3;3;3;3;3;3;3;2;3;3;3;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;4;4;4;4;4;3;3;4;4;4;4;3;3;4;3;4;2,9;1,75;1,25;1,5;1,13;1;3,8;3,5
106;5113;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;4;4;4;4;2;4;4;4;3;3;1;1,25;1;1,13;1;3,6;3,5
107;5114;2;2;3;3;1;3;3;3;3;3;1;2;1;1;3;1;3;2;2;3;2;2;2;2;2;2;2;2;2;2;1;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;3;2,6;1,25;2,25;2,5;2;1,67;3,6;3,83
108;5115;3;3;4;3;2;3;3;2;3;2;1;3;1;1;1;2;2;2;2;2;1;2;3;2;2;1;1;1;1;1;1;4;3;3;4;4;4;3;2;3;4;4;4;4;4;3;3;2,8;1,5;1,75;2;1,63;1;3,4;3,67
109;5116;3;3;4;1;3;3;3;2;3;3;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;3;4;4;4;1;4;3;4;4;2;4;3;4;3;2,8;1;1,25;2;1;1;3,5;3,33
110;5117;3;2;3;2;3;3;3;2;3;3;2;2;2;2;1;1;3;1;1;2;1;3;2;2;1;1;1;1;2;1;1;4;4;3;4;4;4;3;3;3;3;4;3;2;4;4;4;2,7;2;1,5;1,5;1,5;1,33;3,5;3,5
111;5118;3;1;3;3;3;3;3;3;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;2;4;4;4;4;4;5;5;5;2,4;1;1,75;1;1;1;3,7;4,5
112;5171;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;4;4;4;4;2;2;3;3;4;3;1;1;1,5;1;1;3,9;3
113;5172;5;5;5;5;5;5;5;5;5;5;4;4;2;2;3;3;5;2;2;3;3;2;3;3;2;1;2;3;1;1;2;4;4;4;4;4;5;5;2;3;4;4;4;4;4;4;4;5;3;3,25;2,5;2,38;1,33;3,9;4
114;5173;1;1;1;1;2;3;1;2;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;2;3;2;1;3;4;1;2;1;3;2;1,6;1,25;1;1;1;1;2,9;2,17
115;5174;1;1;3;1;3;3;1;1;1;1;1;1;2;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;3;4;3;4;5;2;5;1,6;1,25;2;1;1;1;3,3;3,83
116;5175;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;4;1;3;1;4;4;4;4;4;1;1;1;3;1;1;1,5;1;1;3;2,5
117;5200;4;4;4;4;4;4;5;5;4;5;3;3;1;2;3;3;3;1;2;3;2;2;3;3;3;3;2;3;2;1;1;4;4;4;4;4;4;3;2;4;4;4;2;4;4;4;4;4,3;2,25;2,5;2,5;2,63;1,33;3,7;3,67
118;5201;4;4;4;4;4;4;4;4;4;4;3;4;3;5;3;4;4;3;4;3;2;3;3;2;2;2;2;3;1;1;2;4;4;3;4;4;4;3;3;4;4;4;3;4;4;4;4;4;3,75;3,5;3,5;2,38;1,33;3,7;3,83
119;5202;3;3;4;3;3;3;3;2;3;3;1;1;1;1;1;2;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;3;3;4;4;4;1;2;2;5;5;3;1;2;2,5;1;1;3,7;3,17
120;5203;4;4;3;5;5;5;5;5;5;3;3;2;2;1;3;4;3;2;2;2;1;2;1;2;2;1;1;1;1;1;1;4;4;4;4;3;4;3;4;3;3;4;2;4;3;4;5;4,4;2;3;2;1,38;1;3,6;3,67
121;5204;2;2;3;2;3;2;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;4;4;3;4;3;1;2;1;1;3;1;2;2;2;3;1;2,1;1,25;2;1;1,13;1;2,6;1,83
122;5205;3;3;3;2;2;1;2;2;2;3;1;1;1;1;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;1;3;3;4;4;3;3;3;4;2,3;1;2,25;1;1;1;3,1;3,5
123;5206;3;2;3;2;3;2;2;3;3;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;2;3;3;2;3;3;3;4;3;4;3;3;3;3;4;3;3;3;3;3;2,6;2,75;3;2,5;2,75;2,67;3,2;3,17
124;5207;3;3;2;3;3;3;3;2;3;3;1;1;3;1;1;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;3;2;4;3;4;3;4;3;4;5;5;5;2,8;1,5;2;1,5;1;1;3,4;4,33
125;5208;3;3;3;3;3;3;1;3;3;3;2;2;2;3;2;4;2;3;3;3;3;2;2;2;2;2;2;1;1;1;1;4;4;4;4;3;1;3;2;3;3;1;1;3;4;4;5;2,8;2,25;2,75;3;2;1;3,1;3
126;5209;5;4;4;5;4;4;4;4;5;4;1;2;2;1;1;1;1;2;2;3;2;1;1;2;1;1;1;1;1;1;1;4;4;4;4;3;1;3;3;4;3;4;4;4;5;2;2;4,3;1,5;1,25;2,5;1,25;1;3,3;3,5
127;5210;3;2;3;1;3;3;3;3;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;4;3;3;4;1;1;1;1;2;3;4;2;3;3;3;3;2,4;1;1;1,5;1,38;1;2,3;3
128;5211;3;3;3;3;3;3;3;3;3;3;1;1;3;3;3;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;3;4;3;3;3;3;4;3;2;1,75;2;1;1;3,6;3,33
129;5212;2;2;4;1;3;3;3;3;1;3;3;2;1;1;1;4;2;1;3;4;1;1;1;1;1;1;1;1;1;1;2;1;1;4;4;4;1;4;1;4;3;4;1;4;1;1;1;2,5;1,75;2;3,5;1;1,33;2,7;2
130;5213;3;3;3;3;3;3;3;3;3;3;3;3;2;2;1;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;4;4;4;4;4;4;3;3;4;4;4;3;4;5;4;4;3;2,5;1,75;1;1,13;1,33;3,8;4
131;5214;2;3;3;1;2;3;3;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;2;2;3;1;4;1;2;1;1;1;2,1;1;1;2;1;1;2,8;1,67
132;5215;2;2;4;2;1;1;1;3;3;3;1;1;1;1;1;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;4;1;4;3;4;1;4;3;3;4;2,2;1;2;2;1;1;3,2;3,17
133;5216;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;3;3;4;4;2;4;5;5;2;1,3;1;2,5;2;1;1;3,5;3,67
134;5217;3;2;3;2;3;3;2;2;1;4;2;2;2;3;1;2;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;4;2;4;1;3;2;4;4;5;5;2,5;2,25;2;3;1;1;3,4;3,83
135;5218;3;2;4;2;3;3;3;3;3;3;1;2;1;1;1;3;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;5;4;3;4;4;4;3;3;4;2;4;4;3;3;2,9;1,25;2;1,5;1;1;3,8;3,33
136;5219;2;2;3;3;3;3;2;2;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;4;3;1;4;1;4;1;2;4;1;1;2,2;1,25;1,5;1;1;1;3,1;2,17
137;5220;1;1;2;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;4;4;1;3;4;1;4;3;3;1;1,4;1;1;1;1;1;3,3;2,67
138;5221;3;2;3;3;3;3;3;3;3;3;1;1;1;3;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;1;3;3;4;2;2;3;3;4;2,9;1,5;1,25;2;1;1;3,2;3
139;5222;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;1;1;4;3;4;3;4;3;4;1;1;1;1,25;1;1;1;2,9;3,17
140;5223;3;2;3;2;3;3;2;2;1;1;1;2;1;1;1;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;2,2;1,25;2,5;2;1;1;3,9;3,83
141;5224;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;2;2;3;1;3;1;2;4;3;3;1;1;1;1;1;1;2,8;2,67
142;5225;3;3;3;3;3;3;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;4;1;4;1;1;1;2,9;1;1;1;1;1;1,3;2
143;5271;2;2;3;2;3;3;3;3;2;3;1;1;2;2;3;3;3;3;3;3;1;2;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;4;3;4;4;4;4;3;4;2;2,6;1,5;3;3;1,13;1;3,7;3,5
144;5272;3;1;2;4;3;4;2;3;3;3;3;3;5;4;4;4;2;3;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;2;3;3;5;4;5;3;2;4;2,8;3,75;3,25;2,5;1;1;3,5;3,83
145;5273;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;1;2;1;1;1;1;1;1;1;1;1;4;4;4;3;4;3;3;3;4;4;4;3;4;3;4;5;3;2,75;3;3;1,13;1;3,6;3,83
146;5274;4;4;3;1;3;3;4;4;4;3;3;3;1;1;3;3;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;3;4;2;4;4;3;4;3,3;2;2,75;3;1;1;3,6;3,5
147;5275;2;2;3;2;3;2;3;3;2;3;1;2;2;1;3;3;3;3;2;3;2;2;2;2;3;2;3;2;1;2;2;4;4;4;4;4;4;3;3;4;4;4;2;4;5;1;1;2,5;1,5;3;2,5;2,25;1,67;3,8;2,83
148;5276;3;2;3;3;2;2;2;3;3;3;1;2;2;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;3;1;3;2;4;2;2;3;4;3;2,6;1,5;2;1;1;1;2,9;3
149;5277;3;3;4;3;3;3;3;3;3;3;3;3;2;2;1;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;3;3;1;4;2;2;3;3;4;3,1;2,5;1,75;2;1;1;3,1;3
150;5278;3;3;4;3;3;3;3;3;3;3;1;1;1;1;1;2;2;1;3;1;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;3;1;1;1;2;1;4;1;3;4;3;2;3,1;1;1,5;2;1,13;1;2,5;2,83
151;5300;3;3;4;4;1;3;3;3;3;3;2;3;1;2;2;3;2;4;2;3;1;1;1;1;2;1;1;1;2;2;2;4;4;4;4;5;4;4;3;4;4;4;3;2;4;5;5;3;2;2,75;2,5;1,13;2;4;3,83
152;5301;2;2;3;3;3;3;3;3;2;4;2;3;4;2;1;4;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;3;3;1;4;4;3;4;3;4;4;2,8;2,75;2,5;3;2;2;3,4;3,67
153;5302;3;2;4;1;3;3;3;3;3;3;1;1;3;2;1;1;2;2;2;3;3;1;3;1;2;1;1;1;1;1;3;4;4;4;4;4;4;4;4;3;4;4;3;2;5;3;1;2,8;1,75;1,5;2,5;1,63;1,67;3,9;3
154;5304;3;3;3;3;3;3;3;3;3;3;1;1;1;3;3;4;2;2;3;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;3;3;4;4;4;4;5;5;4;3;1,5;2,75;2,5;1;1;3,6;4,33
155;5305;2;2;1;1;2;3;3;1;1;2;1;1;1;2;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;2;2;4;4;2;2;4;5;4;1,8;1,25;1,75;1,5;1;1;3;3,5
156;5306;1;3;3;1;1;1;1;1;1;3;1;2;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;4;4;1;1;3;3;3;1;4;5;5;5;1,6;1,25;1,75;1;1;1;3,1;3,83
157;5307;3;3;3;4;4;4;4;4;4;3;2;1;1;3;3;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;4;3;3;3;4;2;4;3;3;2;3,6;1,75;2,25;1,5;1;1;3,6;3
158;5308;1;1;3;3;2;2;1;2;2;2;1;1;2;2;2;3;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;4;3;3;4;2;2;4;4;4;1,9;1,5;2,5;1,5;1;1;3,7;3,33
159;5309;5;3;3;3;3;3;3;3;3;5;3;2;2;1;2;2;2;3;2;3;1;2;1;1;1;1;1;1;2;2;2;4;4;4;5;4;4;4;4;3;4;5;4;2;4;5;3;3,4;2;2,25;2,5;1,13;2;4;3,83
160;5312;3;3;4;3;3;4;4;2;3;4;1;1;3;2;3;3;4;4;2;3;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;3;3,3;1,75;3,5;2,5;1,13;1;3,8;3,67
161;5313;3;3;3;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;2;1;2;2;1;1;1;2;1;1;1;4;4;4;4;3;3;1;3;3;4;4;2;4;4;5;3;2,9;2,5;2;2,5;1,5;1;3,3;3,67
162;5371;5;5;5;5;5;5;5;5;5;5;3;3;2;4;3;3;3;3;3;3;2;2;2;2;2;2;1;2;1;1;2;4;4;4;5;5;4;4;3;3;4;4;3;2;4;4;4;5;3;3;3;1,88;1,33;4;3,5
163;5373;4;3;3;3;3;3;3;3;3;3;4;3;2;2;4;5;3;3;1;4;3;3;3;3;2;3;3;1;3;3;3;4;4;4;4;4;3;3;3;3;4;4;4;4;5;5;5;3,1;2,75;3,75;2,5;2,63;3;3,6;4,5
164;5400;3;3;3;3;3;4;2;5;3;5;3;3;4;4;5;5;5;3;2;4;3;3;2;3;2;3;2;2;3;3;2;4;4;4;4;5;4;3;3;5;5;4;4;4;5;5;5;3,4;3,5;4,5;3;2,5;2,67;4,1;4,5
165;5401;1;1;3;1;2;3;2;2;1;3;1;1;1;1;1;1;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;3;3;3;3;5;4;3;4;4;5;4;1,9;1;1,75;2,5;1;1;3,7;4
166;5402;2;2;1;1;2;1;2;2;1;3;2;1;3;3;3;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;1;1;1;4;5;3;5;1,7;2,25;2,5;2;1;1;3,1;3,17
167;5403;3;3;4;3;3;5;3;3;3;3;2;1;3;2;3;4;3;3;5;3;2;2;2;1;2;1;1;1;1;1;1;4;4;4;5;4;5;3;3;5;3;4;5;4;5;5;4;3,3;2;3,25;4;1,5;1;4;4,5
168;5404;4;4;5;5;4;4;4;4;5;3;3;2;2;2;4;4;4;2;4;3;3;3;2;1;3;3;3;3;1;1;1;4;4;4;4;3;3;3;3;3;5;5;5;5;5;4;4;4,2;2,25;3,5;3,5;2,63;1;3,6;4,67
169;5405;4;3;3;1;1;1;1;1;3;4;2;2;3;3;4;3;4;3;4;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;2;1;4;4;1;2;5;3;3;2,2;2,5;3,5;3;1;1;3,2;3
170;5406;5;5;5;3;5;3;5;3;5;5;5;5;3;2;3;5;3;3;5;3;4;3;3;4;3;2;2;4;3;3;3;5;5;5;5;5;3;4;4;5;5;5;5;5;5;5;5;4,4;3,75;3,5;4;3,13;3;4,6;5
171;5407;2;2;4;1;4;3;3;3;3;5;1;1;3;2;3;5;3;3;4;4;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;5;4;4;3;4;5;4;4;4;5;5;5;3;1,75;3,5;4;1;1;4,1;4,5
172;5408;2;1;1;1;1;1;2;2;1;3;2;2;1;2;2;3;1;2;2;2;1;2;1;1;1;1;1;2;1;1;1;4;4;2;3;2;2;2;2;2;4;4;4;4;2;2;3;1,5;1,75;2;2;1,25;1;2,7;3,17
173;5409;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;4;1;3;1;1;1;1;4;1;4;1;1;1;1;1;1,5;1;1;1;2,1;2
174;5410;4;4;3;4;3;3;3;4;4;5;2;3;2;2;2;3;3;2;2;2;2;3;3;2;2;1;1;2;3;3;2;4;4;3;4;4;1;3;3;3;4;4;3;4;3;4;4;3,7;2,25;2,5;2;2;2,67;3,3;3,67
175;5411;3;3;4;3;3;3;3;3;3;3;3;3;2;1;1;2;3;2;2;2;2;3;2;2;2;2;2;2;3;1;3;4;4;4;3;3;4;2;3;3;3;4;3;4;3;4;3;3,1;2,25;2;2;2,13;2,33;3,3;3,5
176;5412;3;4;4;2;4;4;3;4;2;3;2;3;3;3;3;2;3;2;2;2;3;4;3;1;3;1;2;1;2;2;4;1;3;3;3;3;2;3;3;2;4;4;3;4;4;4;2;3,3;2,75;2,5;2;2,25;2,67;2,7;3,5
177;5471;1;2;3;1;2;2;1;1;1;1;1;2;2;1;1;3;3;2;1;1;2;1;1;1;1;1;1;1;1;2;1;4;4;4;5;4;4;3;3;3;4;4;1;4;4;4;4;1,5;1,5;2,25;1;1,13;1,33;3,8;3,5
178;5472;3;4;3;3;1;3;3;3;3;3;2;2;2;1;2;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;4;4;4;4;3;3;1;2;3;3;3;4;4;3;3;4;2,9;1,75;2,75;3;2,75;3;3,1;3,5
179;5473;3;3;3;3;3;4;4;4;4;4;2;3;3;3;3;3;3;3;3;3;1;3;2;3;3;2;2;2;3;3;1;4;4;4;4;3;3;3;3;3;3;4;2;3;3;4;4;3,5;2,75;3;3;2,25;2,33;3,4;3,33
180;5474;3;3;4;3;3;3;3;3;3;3;3;3;2;3;5;3;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;5;5;4;3;5;5;5;4;5;4;5;5;5;3,1;2,75;3,5;2,5;1;1;4,4;4,67
181;5475;5;5;5;5;5;5;5;4;5;5;3;3;3;2;3;3;3;3;3;3;2;3;3;2;2;2;1;1;2;2;2;5;4;4;4;4;4;3;4;4;3;5;3;5;4;5;4;4,9;2,75;3;3;2;2;3,9;4,33
182;5476;3;3;3;3;3;3;3;3;2;3;3;3;3;2;4;4;4;3;3;3;1;4;3;2;3;1;1;2;2;2;2;4;4;3;4;4;4;3;3;4;4;3;2;3;5;4;4;2,9;2,75;3,75;3;2,13;2;3,7;3,5
183;5477;3;3;4;4;4;5;3;3;4;3;1;2;1;1;2;1;1;1;3;4;1;1;1;1;1;1;1;1;2;2;1;4;4;4;4;4;3;3;3;3;3;4;3;4;3;3;3;3,6;1,25;1,25;3,5;1;1,67;3,5;3,33
184;5500;2;3;3;4;3;3;1;4;2;3;3;3;1;2;3;3;3;2;4;3;3;2;2;2;1;1;1;2;2;2;2;4;4;4;4;5;5;3;4;5;3;5;4;5;5;4;5;2,8;2,25;2,75;3,5;1,75;2;4,1;4,67
185;5501;4;4;4;4;4;4;4;3;4;4;1;1;2;2;5;3;3;3;4;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;5;4;4;3;4;4;4;3;5;2;5;3;3,9;1,5;3,5;3,5;1;1;4;3,67
186;5502;1;1;1;3;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;3;4;2;3;3;2;2;4;1;1;2;2;1;1;1,4;1,25;1;1;1;1;3,1;1,33
187;5503;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;1;3;1;1;4;3;4;2;5;2;1,3;1;1;1;1;1;2,8;3,33
188;5504;3;3;4;3;3;3;3;3;3;3;3;3;1;2;1;1;1;1;2;3;1;1;1;1;1;1;2;1;1;3;1;4;1;3;4;3;3;3;3;3;3;3;3;1;3;3;3;3,1;2,25;1;2,5;1,13;1,67;3;2,67
189;5505;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;4;1;3;2;3;3;4;2;4;2;2;3;1;1,5;1,5;1;1;1;2,9;2,83
190;5506;4;4;4;3;5;3;3;3;1;5;4;3;1;2;1;3;3;1;5;4;1;1;3;1;2;1;1;1;1;1;1;4;4;4;4;5;4;2;1;3;3;4;4;4;4;3;2;3,5;2,5;2;4,5;1,38;1;3,4;3,5
191;5507;2;2;4;1;3;3;3;3;3;3;1;1;2;1;1;2;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;4;4;3;2;4;5;5;2,7;1,25;1,5;2,5;1;1;3,7;3,83
192;5508;2;2;1;2;2;3;1;1;1;3;2;2;3;1;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;3;4;4;1;3;1;1;1;4;2;2;3;4;4;1,8;2;1,75;1,5;1;1;2,6;3,17
193;5509;3;3;4;3;3;3;3;3;3;3;1;1;1;3;1;3;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;2;4;5;5;5;3,1;1,5;2,5;2,5;1;1;3,5;4,17
194;5571;5;5;5;5;5;5;5;5;5;5;2;3;5;2;3;5;5;5;5;5;3;2;2;3;3;2;4;4;3;3;3;5;5;5;5;5;5;5;3;3;5;5;5;5;4;5;5;5;3;4,5;5;2,88;3;4,6;4,83
195;5572;3;3;2;1;3;3;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;4;3;3;3;4;3;3;5;4;5;2,6;1;1;1;1;1;3,3;4
196;5600;2;2;3;3;3;3;3;3;2;3;1;1;2;1;3;3;3;2;2;2;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;4;4;3;4;3;4;4;3;3;2;2;4;2,7;1,25;2,75;2;1,13;1;3,8;3
197;5601;3;3;2;3;3;4;2;3;3;3;3;1;1;2;1;3;3;3;4;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;5;4;4;3;3;3;4;1;3;5;5;4;2,9;1,75;2,5;3,5;1;1;3,8;3,67
198;5602;2;2;3;2;2;3;3;3;1;3;1;2;3;1;1;2;3;1;3;3;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;4;3;4;3;4;3;4;3;3;4;4;4;2,4;1,75;1,75;3;1,13;1;3,7;3,67
199;5603;5;4;4;4;3;3;3;4;3;4;1;2;2;2;3;3;3;3;5;3;1;2;2;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;2;3;3;4;3;4;3;5;4;3,7;1,75;3;4;1,25;1;3,5;3,83
200;5604;1;1;4;1;1;1;1;3;1;3;1;1;2;1;1;3;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;2;3;1;3;2;4;3;3;2;3;3;1,7;1,25;2;2,5;1;1;3,1;3
201;5605;3;3;4;4;3;3;3;2;3;3;1;1;2;1;1;1;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;3;3;4;4;2;4;4;3;4;3,1;1,25;1,5;2,5;1;1;3,8;3,5
202;5606;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;1;2;3;2;3;2;1;2;2;2;2;4;4;4;4;3;4;3;3;4;4;4;2;4;4;3;4;3;2,25;3;3;2;2;3,7;3,5
203;5607;2;1;3;3;3;3;1;3;2;3;1;1;1;3;1;2;1;3;3;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;;;;;;;;;;;;;;2,4;1,5;1,75;2;1,13;1;0,5;0
204;5608;3;3;5;5;5;5;5;5;3;5;3;2;3;2;3;3;5;1;3;3;2;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;3;4;3;4;2;3;3;3;4;4,4;2,5;3;3;1,13;1;3,4;3,17
205;5609;2;2;2;3;3;2;1;2;1;1;2;1;1;1;2;2;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;4;4;2;4;4;4;3;1;3;4;4;2;4;4;3;3;1,9;1,25;1,5;2;1,13;1;3,3;3,33
