No.;Kode;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;I47;Aspek 1;Aspek 2;Aspek 3;Aspek 4;Aspek 5;Aspek 6;Aspek 7;Aspek 8
515;7602;3;3;3;1;3;3;3;2;3;3;2;2;1;1;1;2;2;1;3;3;3;2;1;1;1;1;1;1;1;1;1;4;4;5;5;3;4;3;3;3;3;3;3;4;5;4;3;2,7;1,5;1,5;3;1,38;1;3,7;3,67
516;7603;3;3;4;3;3;3;3;3;3;4;1;1;1;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;4;4;2;2;3;3;3;3,2;1;2,25;1;1;1;3,6;2,83
517;7604;3;3;1;2;3;3;2;2;3;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;2;2;1;2;1;2;1;4;2;2;3;2;2;2,4;1,5;1,25;1;1;1;2,3;2,5
518;7605;3;3;4;4;4;4;3;3;3;3;2;2;2;1;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;3;4;4;4;3;4;3;4;3,4;1,75;3;2,5;1;1;3,2;3,67
519;7606;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;4;4;1;1;2;2;4;2;4;2;1;3;3;1;1;1;1;1;2,4;2,67
520;7607;3;3;5;3;3;3;3;1;3;3;4;3;2;3;1;2;3;2;2;2;2;2;3;3;4;2;2;2;2;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;3;3;3;2;2;2,5;2,33;3,9;3,67
521;7608;3;3;3;3;3;3;2;3;3;3;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;4;2;2;3;4;3;2;4;4;3;2,9;1,25;1,25;1,5;1;1;3,4;3,33
522;7671;3;3;4;3;3;3;3;2;3;4;3;2;4;3;2;4;4;3;4;3;3;4;2;4;3;3;3;3;4;2;2;4;4;4;4;4;4;3;3;3;3;5;4;4;3;5;5;3,1;3;3,25;3,5;3,13;2,67;3,6;4,33
523;7672;2;3;3;2;3;3;3;2;2;2;2;1;3;1;1;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;3;3;3;3;2;2;4;3;3;2,5;1,75;2;2;1;1;3,4;2,83
524;7700;5;5;5;5;5;5;5;4;5;5;3;3;3;3;3;4;5;3;3;4;3;3;3;3;3;3;2;3;3;3;2;4;4;4;5;5;4;2;3;4;5;4;4;4;4;5;5;4,9;3;3,75;3,5;2,88;2,67;4;4,33
525;7701;2;1;1;1;1;1;1;1;1;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;3;1;4;2;2;4;3;1;1,3;2;1;1;1;1;2,7;2,67
526;7702;5;5;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;1;4;4;2;4;3;3;1;3,4;1;1,25;2,5;1;1;3;2,83
527;7703;3;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;2;1;3;1;4;3;3;4;3;3;1,5;1;1,25;1;1;1;3,1;3,33
528;7704;3;3;4;3;1;2;2;3;3;3;1;1;2;2;1;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;3;4;2;4;4;4;5;2,7;1,5;2;1,5;1;1;3,6;3,83
529;7705;2;2;2;1;1;2;2;1;3;3;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;2;3;2;2;2;3;2;4;5;1,9;1,25;1,25;1,5;1;1;3,3;3
530;7706;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;1;4;4;1;3;4;1;5;1;1;1;1,5;1;1;3;3
531;7707;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;2;3;3;4;2;3;3;3;2;1,2;1;1;1;1;1;3,6;2,83
532;7708;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;1;3;1;3;1;3;1;4;3;3;1;1,25;1,75;1;1;1;3,2;2,5
533;7709;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;4;2;1;1;1;3;1;1;1;1;4;1;1;1;1,25;1;1;1;1;1,9;1,5
534;7710;3;3;4;3;3;3;3;2;3;3;3;3;1;2;1;2;1;1;2;1;1;1;2;1;2;1;1;2;1;1;1;4;4;4;4;4;4;3;2;3;4;4;2;4;2;5;5;3;2,25;1,25;1,5;1,38;1;3,6;3,67
535;7711;3;3;4;3;3;3;3;2;3;2;1;1;1;1;1;3;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;1;3;3;3;4;3;3;5;5;3;2,9;1;1,5;2,5;1;1;2,9;3,83
536;7712;3;3;3;3;2;3;2;1;3;3;1;1;2;1;2;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;3;4;5;5;1;2,6;1,25;2;2;1;1;3,5;3,67
537;7713;3;3;2;1;1;2;2;3;3;3;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;2;4;3;4;2;3;1;4;2;2,3;1,25;1,25;1;1;1;3,3;2,67
538;7714;3;3;3;3;4;3;3;4;4;4;2;2;3;2;3;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;3;4;4;4;3;3;3;4;3;4;4;3;3;3,4;2,25;2,25;3;2;2;3,6;3,5
539;7715;5;5;5;5;5;5;5;5;5;5;1;3;3;1;3;3;3;2;5;3;3;3;3;3;2;2;2;2;3;3;3;4;4;3;4;4;4;2;3;3;4;4;4;4;3;4;5;5;2;2,75;4;2,5;3;3,5;4
540;7716;4;3;4;3;3;3;3;3;3;3;2;3;2;1;1;3;2;1;2;1;1;1;3;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;3;3;3;3;4;3,2;2;1,75;1,5;1,25;1;3,5;3,33
541;7717;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;1;2;3;1;1;4;1;3;2;2;2;1;1;1;1;1;1;2,6;2,33
542;7718;3;3;4;1;2;2;2;3;3;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;3;4;3;2;1;1;2;2;4;1;2;2;1;1;2,6;1,25;1;1;1;1;2,4;1,83
543;7719;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;3;1;1;4;1;1;1;2;1;1;1;1;1;1;1;1;3;1,17
544;7720;3;3;4;3;3;3;3;2;3;3;3;1;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;2;4;1;4;4;2;3;3;1,5;1,5;2;1;1;3,4;3
545;7721;3;3;3;3;3;3;3;2;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;1;3;3;4;1;4;1;1;1;2,8;1;1,25;1;1;1;3,3;2
546;7771;4;2;3;4;4;3;4;4;3;2;1;1;2;1;1;3;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;2;2;1;2;2;1;1;4;1;3;3;3,3;1,25;2;2,5;1;1;2,8;2,17
547;7800;1;2;3;2;2;2;3;3;3;3;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;4;1;4;4;4;4;1;1;3;4;4;3;3;4;2;2;2,4;1;1,75;2;1,13;1;3;3
548;7801;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;3;3;1;3;3;3;3;4;3;2;3;1;3;1,3;1;1;2;1;1;2,6;2,67
549;7802;2;1;2;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;1;3;3;3;4;2;2;4;1;1;1,7;1;1;1;1;1;3,2;2,33
550;7803;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;2,1;1,5
551;7804;2;2;3;3;1;3;3;2;3;3;1;2;2;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;1;1;1;4;4;1;4;3;4;3;1;4;1;2;2;2;2;2;2;2,5;1,5;1;2;1,25;1;2,9;2
552;7805;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;2;3;3;3;4;2;2;3;4;3;1,2;1,25;1,75;1,5;1;1;3,4;3
553;7806;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;3;1;3;2;4;2;4;2;1;1;1;1;2;1;1;1;2,9;2,33
554;7807;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;2;4;3;4;3;3;4;4;4;1;2;2;1;2;1;1;1;1;1;1;3,5;2
555;7808;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;1;1;1;1;4;1;1;2;1;1;1;1;1;1;1;1;1;2,5;1,17
556;7809;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;1;1;1;4;4;1;2;4;4;1;1,2;1;1,5;1;1;1;3,1;2,67
557;7871;3;2;3;3;4;4;4;3;3;4;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;4;4;3;4;3;3;3;3;3;1;4;3;3;1;3;1;3,3;1;1;3;1;1;3,1;2,5
558;7872;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;4;4;3;2;3;4;3;1;1;1;1;1;1;3,7;3,17
559;7900;3;3;4;2;3;3;3;3;3;3;1;2;2;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;2;3;2;4;2;2;5;3;3;3;1,5;1,75;2;1;1;3,4;3,17
560;7901;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;1;1;3;3;1;1;2;4;2;4;1;1,25;1;1,5;1;1;2,8;2,33
561;7902;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;2;4;3;4;2;3;3;1;1;2;2;4;4;2;1;1,25;1;1;1;1;3;2,5
562;7903;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;2;1;2;1;3;1;1;1;1;1;1;1;1;1;1,25;1;1;1;2,3;1
563;7904;3;3;3;1;3;3;1;2;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;1;2;1;3;1;5;3;4;2,1;1,5;1,25;1,5;1;1;3,3;2,83
564;7905;3;3;3;3;3;3;3;3;3;3;1;1;3;1;1;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;3;3;3;3;2;4;1;2;3;3;3;3;1,5;1,75;2;1;1;3,2;2,67
565;7906;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1
566;7907;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;2;2;1;1;1;1,2;1;1;1;1;1;4;1,83
567;7908;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;1;3;1;4;1;1;2;4;1;1;1;1;1;1;1;2,9;2,17
568;7971;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1,3;1,67
569;7972;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;2;3;1;1;1;1;1;3;1;1;1;1;1;1;4;4;4;4;4;4;2;4;3;3;4;4;2;3;3;3;1,2;1;1,5;2;1,25;1;3,6;3,17
570;8000;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;1;1;3;3;4;1;3;1;5;1;1,3;1;1,25;1;1;1;3,1;2,5
571;8001;4;4;5;5;4;5;4;4;4;4;2;1;1;1;2;3;3;2;2;2;3;2;1;3;2;1;2;1;2;1;1;4;4;4;4;2;1;2;2;3;2;4;2;2;5;3;2;4,3;1,25;2,5;2;1,88;1,33;2,8;3
572;8007;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;4;1;1;3;1;2;1;1;4;1;1;1,4;1;1,25;1;1;1;2,7;1,67
573;8008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;1;1;1;1;1;3;4;1;3;1;2;1;1;1;1,25;1;1;1;2,1;2
574;8010;3;3;1;3;3;3;3;3;3;3;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;3;4;2;1;1;1;1;1;4;3;1;3;3;1;2,8;1;1,25;1,5;1;1;2,2;2,5
575;8011;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
576;8012;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;2;1;1;1;2;4;2;2;3;2;4;2,8;1;1,25;1;1;1;2,5;2,83
577;8013;2;2;3;1;3;3;1;1;1;2;2;2;2;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;4;1;1;1;1;4;1;2;1;1;4;1;1,9;1,75;1,75;1;1;1;2,5;1,67
578;8014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;1;3;3;3;3;1;1;1;4;4;1;1;1;1;1;1;1;3;2
579;8015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
580;8020;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;2;1;3;1;1;3;5;1;1;1;1;1;1;1;1;1,9;2
581;8029;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;2;1;4;1;1;1;1;1;2;4;1;1;1;1;1;1;1;1;2,3;1,67
582;8035;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;2;1;3;1;1;1;1;1;1;1;1;1,25;1;1;1;2,8;1
583;8036;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
584;8072;3;3;4;2;3;3;3;3;3;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;3;2;4;3;1;2;2;5;5;4;2,8;1,5;1;1,5;1;1;3,2;3,17
585;8100;3;3;4;3;3;3;3;3;3;3;1;1;2;1;3;3;3;1;2;1;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;4;4;4;2;3;4;4;3;2;3;5;4;3,1;1,25;2,5;1,5;1,13;1;3,7;3,5
586;8101;4;4;4;4;4;4;4;4;4;4;3;3;4;2;5;4;4;4;4;2;3;2;3;2;2;2;1;2;2;2;2;4;4;4;4;3;4;4;3;4;3;4;4;4;3;3;3;4;3;4,25;3;2,13;2;3,7;3,5
587;8102;3;3;2;2;3;3;3;2;3;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;4;3;4;1;1;4;3;4;2;2;2;2;1;2,5;1;1,5;1;1;1;3;2,17
588;8103;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;2;3;3;4;1;3;2;3;2;2;2;2;2;3;3;3;4;4;4;4;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;2,5;2,25;3;3,4;3,33
589;8104;3;3;3;2;3;3;3;3;3;3;1;1;3;3;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;3;3;3;4;3;4;3;3;3;2,9;2;1,5;2;1;1;3,4;3,33
590;8105;1;1;4;1;1;1;1;1;1;3;3;3;2;2;2;3;3;2;2;3;2;2;4;1;2;1;1;2;1;1;1;4;4;4;4;4;3;2;1;4;4;4;3;3;2;3;1;1,5;2,5;2,5;2,5;1,88;1;3,4;2,67
591;8171;5;5;5;3;3;3;3;3;3;3;3;5;3;2;5;5;3;4;4;2;2;3;3;3;3;3;3;3;2;2;2;4;4;4;5;5;5;3;3;5;4;3;4;5;5;5;5;3,6;3,25;4,25;3;2,88;2;4,2;4,5
592;8172;3;2;3;2;3;3;2;2;3;3;1;2;1;2;1;2;3;2;2;3;1;1;2;1;1;1;1;2;1;1;1;4;4;4;4;3;4;3;3;3;5;4;3;5;5;4;5;2,6;1,5;2;2,5;1,25;1;3,7;4,33
593;8200;2;2;2;1;3;2;1;1;1;3;1;1;1;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;4;4;3;4;2;3;2;4;4;3;2;4;3;3;1,8;1,25;1,75;1;1;1;3,5;3,17
594;8201;3;3;3;3;3;3;3;3;3;3;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;4;1;1;3;3;4;1;4;4;3;4;3;1,25;1,25;1;1;1;2,9;3,33
595;8204;2;2;3;3;3;3;3;3;3;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;4;2;2;1;1;1;3;1;2;2;1;3;2;2,8;1;1,25;1;1;1;2;1,83
596;8205;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;1;1;1;1;1;4;1;2;1;1;1;1;1;1,25;2;1;1;2,2;1,67
597;8206;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;4;1;4;3;4;3;2;3;1;4;1;3;3;3;3;1,1;1;1,5;1,5;1;1;2,9;2,83
598;8207;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;1;1;1;1;1;4;1;4;1;1;1;1,2;1;1;1;1;1;2,2;2
599;8208;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;1;4;4;1;1;4;3;4;3;1;1;1,5;1;1;1;3,7;2,67
600;8210;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2,5;1
601;8211;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,6;1
602;8212;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,6;1
603;8213;3;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;3;4;1;1;1;1;1;4;1;4;1;1;1;1,5;1;1;1;1;1;2,1;2
604;8271;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;1;2;1;4;1;4;1;2;2;3;2;1,2;1;1,25;1,5;1;1;2,7;2,33
605;8300;3;3;4;2;3;3;3;2;3;3;3;2;3;2;3;3;3;2;1;4;1;2;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;4;3;3;3;4;3;4;5;4;3;2,9;2,5;2,75;2,5;1,13;1;3,6;3,83
606;8301;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;4;2;1;3;3;3;1;4;3;3;2;2;1;1,1;1;1;1,5;1;1;2,6;2,5
607;8302;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;3;3;3;3;3;2;2;3;4;4;1,2;1,25;1;2,5;1;1;3,4;3
608;8303;2;2;2;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2,1;1;1;1;1;1;1;1,5
609;8304;5;5;5;5;5;5;5;5;5;5;4;4;1;2;4;4;3;3;2;3;3;5;4;5;3;5;5;5;2;2;3;4;4;4;4;4;4;4;3;3;4;4;4;4;5;5;4;5;2,75;3,5;2,5;4,38;2,33;3,8;4,33
610;8305;5;5;4;5;5;5;5;5;5;5;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;2;1;1;1;4;4;3;4;4;3;2;2;2;4;4;2;4;3;2;2;4,9;1,25;1;2,5;1,13;1;3,2;2,83
611;8306;3;3;3;3;3;3;3;2;3;3;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;4;4;4;4;3;4;4;1;1;2;4;1;3;4;2;2;2,9;1;1;1,5;1,38;1;3,1;2,67
612;8400;3;3;3;3;3;3;3;3;3;3;2;2;1;2;3;3;3;2;5;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;4;4;4;3;4;3;4;3;1,75;2,75;3;1;1;3,7;3,67
613;8401;4;5;5;5;5;3;2;3;2;4;3;3;3;1;1;3;3;3;4;3;4;3;3;2;2;1;1;3;1;1;1;4;4;5;5;5;4;3;3;4;5;4;4;4;4;3;4;3,8;2,5;2,5;3,5;2,38;1;4,2;3,83
614;8402;2;2;2;2;1;2;2;2;3;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;3;4;3;3;4;4;4;2,1;1;1;1,5;1;1;3,5;3,67
615;8403;1;2;2;2;2;2;2;2;1;3;1;2;1;1;3;2;3;2;3;3;1;1;2;1;2;1;1;1;1;1;1;4;4;4;4;4;4;3;3;3;4;4;3;4;3;3;4;1,9;1,25;2,5;3;1,25;1;3,7;3,5
616;8404;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;4;3;3;3;4;4;2;3;4;4;3;1,2;1,25;1,75;2,5;1;1;3,6;3,33
617;8471;2;2;3;2;2;3;2;2;3;2;3;2;2;1;1;3;3;2;4;2;1;2;2;2;2;2;2;2;1;1;1;3;3;4;4;4;4;3;4;3;3;5;3;4;5;5;5;2,3;2;2,25;3;1,88;1;3,5;4,5
618;8500;3;3;3;3;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;1;4;1;1;4;5;1;3;2,6;1;1;1;1;1;2,8;2,5
619;8600;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;1
620;8700;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
621;8800;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;1;1;1;1;3;1;1;1;5;5;2;1;1,25;1,25;1;1;1;2,6;2,5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;0,5;0
